"","siteID","res","CC","CRR","FHD","Mean_ht","Median_ht","MOCH","Top_Rug"
"1","GRSM",5,-0.0111625840028529,0.00231414683276449,0.0200866437570646,-0.00458351654389709,-0.00194205508701731,-0.000489712503988467,0.00296073988061321
"2","GRSM",10,-0.0111625840028529,0.00231414683276449,0.0200866437570646,-0.00458351654389709,-0.00194205508701731,-0.000489712503988467,0.00296073988061321
"3","GRSM",25,0.0179415591877645,0.0279606671159281,0.00295546720654306,0.0142521269626054,0.0141446438950211,0.0204593822586914,0.0151540537260532
"4","GRSM",30,0.0178614741816863,0.030299126262989,-0.0011950506306603,0.0125630612945527,0.0113517480391537,0.0169095333440916,0.0065668390150001
"5","GRSM",50,0.0180971773415083,0.0188252810261856,-0.00175138368615285,0.00404596663223766,0.00322727590409409,0.00812471344668194,0.0139069968560071
"6","GRSM",60,0.0182634665000104,0.0210380762589119,0.00609691651784481,0.00812025868845278,0.00772984717763994,0.0128515596536009,0.0203452280784838
"7","GRSM",90,-0.0112690729992325,-0.00702525744293983,0.0046891995145644,-0.00808427341214023,-0.0105623090826114,-0.00966363588715724,0.022713522439882
"8","GRSM",100,-0.000774562887386698,0.0132985170490488,-0.0044622908598931,0.00428405618875305,0.00399873386594758,0.00791115956795313,0.0109759060428405
"9","GRSM",150,-0.00899613067784964,0.0122812792505058,-0.00667826152053308,0.00473813976495745,0.00873241201248198,0.00729509606718734,0.0151120532031054
"10","GRSM",250,0.0114051255418505,0.0101080490373638,-0.00533587609625752,0.00157748894196288,0.00583563346720583,0.00433268099980074,0.0284796494271703
"11","GRSM",500,-0.0306411479244653,-0.0408197562289446,-0.0484524422244474,-0.0454012403762188,-0.0414520139573483,-0.0412808858395817,-0.0316602898517408
"12","GRSM",1000,-0.105287374012809,-0.137409089032419,-0.138739013583429,-0.132297306912977,-0.119993921685313,-0.143037867487365,-0.166219162556768
